0.015173	0.015385	0.015566	0.015726	0.015854	0.015960	0.016033	0.016084	0.016101	0.016096	0.016056	0.015994	0.015897	0.015778	0.015625	0.015449	0.015240	0.015008	0.014744	0.014458	0.014140	0.013801	0.013431	0.013041	0.012622	0.012183	0.011716	0.011231	0.010720	0.010192	0.009641	0.009075	0.008490	0.007893	0.007282	0.006665	0.006042	0.005424	0.004812	0.004218	0.003648	0.003112	0.002616	0.002166	0.001764	0.001410	0.001106	0.000849	0.000629	0.000433	0.000257	0.000107	0.000047	0.000022	0.000010	0.000005	0.000002	0.000001	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000008	0.000016	0.000030	0.000044	0.000061	0.000081	0.000106	0.000139	0.000184	0.000249	0.000345	0.000488	0.000669	0.000875	0.001097	0.001331	0.001576	0.001833	0.002100	0.002382	0.002676	0.002985	0.003308	0.003648	0.004002	0.004374	0.004758	0.005159	0.005572	0.005999	0.006434	0.006882	0.007334	0.007795	0.008257	0.008725	0.009189	0.009654	0.010112	0.010568	0.011012	0.011450	0.011873	0.012288	0.012683	0.013066	0.013427	0.013775	0.014097	0.014403	0.014681	0.014942	
0.014070	0.014260	0.014431	0.014572	0.014695	0.014787	0.014859	0.014900	0.014920	0.014909	0.014877	0.014813	0.014729	0.014613	0.014475	0.014307	0.014118	0.013898	0.013658	0.013388	0.013098	0.012780	0.012442	0.012077	0.011693	0.011283	0.010856	0.010405	0.009938	0.009449	0.008946	0.008424	0.007892	0.007345	0.006792	0.006231	0.005671	0.005112	0.004564	0.004030	0.003519	0.003035	0.002586	0.002173	0.001801	0.001468	0.001174	0.000916	0.000685	0.000470	0.000252	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000013	0.000028	0.000045	0.000065	0.000088	0.000115	0.000150	0.000193	0.000250	0.000325	0.000425	0.000557	0.000717	0.000899	0.001099	0.001312	0.001539	0.001776	0.002027	0.002288	0.002564	0.002852	0.003155	0.003470	0.003801	0.004143	0.004501	0.004870	0.005253	0.005644	0.006047	0.006456	0.006875	0.007295	0.007722	0.008148	0.008577	0.009000	0.009424	0.009838	0.010249	0.010647	0.011040	0.011415	0.011782	0.012130	0.012466	0.012781	0.013081	0.013358	0.013618	0.013853	
0.012982	0.013160	0.013312	0.013446	0.013553	0.013642	0.013703	0.013744	0.013758	0.013752	0.013717	0.013662	0.013579	0.013476	0.013344	0.013193	0.013014	0.012816	0.012590	0.012345	0.012074	0.011784	0.011469	0.011137	0.010780	0.010407	0.010011	0.009600	0.009169	0.008724	0.008262	0.007789	0.007301	0.006807	0.006304	0.005799	0.005292	0.004792	0.004298	0.003820	0.003360	0.002925	0.002517	0.002141	0.001797	0.001486	0.001207	0.000956	0.000726	0.000508	0.000281	1.000000	1.000000	0.000028	0.000023	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	1.000000	0.000000	0.000001	0.000001	0.000001	1.000000	0.000018	0.000036	0.000057	0.000081	0.000110	0.000143	0.000183	0.000233	0.000296	0.000375	0.000475	0.000597	0.000741	0.000906	0.001086	0.001281	0.001488	0.001708	0.001939	0.002183	0.002438	0.002706	0.002985	0.003278	0.003583	0.003901	0.004229	0.004570	0.004919	0.005281	0.005648	0.006025	0.006406	0.006793	0.007181	0.007573	0.007961	0.008352	0.008735	0.009117	0.009489	0.009857	0.010211	0.010559	0.010890	0.011212	0.011515	0.011807	0.012078	0.012335	0.012569	0.012788	
0.011918	0.012075	0.012218	0.012335	0.012437	0.012513	0.012572	0.012605	0.012621	0.012611	0.012583	0.012528	0.012455	0.012356	0.012240	0.012097	0.011936	0.011750	0.011547	0.011318	0.011073	0.010804	0.010519	0.010211	0.009888	0.009544	0.009185	0.008808	0.008417	0.008010	0.007592	0.007160	0.006721	0.006272	0.005820	0.005364	0.004911	0.004460	0.004019	0.003590	0.003178	0.002786	0.002418	0.002075	0.001760	0.001472	0.001211	0.000973	0.000756	0.000554	0.000364	0.000195	0.000122	0.000090	0.000062	0.000033	1.000000	0.000009	0.000007	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	-0.000000	1.000000	0.000000	0.000001	0.000002	0.000003	0.000008	0.000022	0.000042	0.000067	0.000094	0.000126	0.000163	0.000208	0.000261	0.000326	0.000405	0.000501	0.000615	0.000747	0.000895	0.001059	0.001236	0.001426	0.001627	0.001840	0.002064	0.002299	0.002545	0.002804	0.003072	0.003353	0.003644	0.003946	0.004256	0.004578	0.004906	0.005243	0.005584	0.005933	0.006284	0.006639	0.006993	0.007349	0.007701	0.008053	0.008397	0.008739	0.009070	0.009396	0.009708	0.010013	0.010303	0.010582	0.010844	0.011094	0.011324	0.011541	0.011737	
0.010865	0.011012	0.011137	0.011247	0.011335	0.011407	0.011457	0.011490	0.011500	0.011494	0.011464	0.011418	0.011347	0.011261	0.011150	0.011024	0.010873	0.010707	0.010518	0.010314	0.010087	0.009846	0.009583	0.009306	0.009010	0.008700	0.008372	0.008032	0.007676	0.007310	0.006930	0.006543	0.006145	0.005744	0.005336	0.004929	0.004522	0.004121	0.003726	0.003343	0.002974	0.002623	0.002291	0.001982	0.001695	0.001431	0.001190	0.000971	0.000771	0.000589	0.000427	0.000292	0.000204	0.000146	0.000104	0.000069	0.000042	0.000030	0.000020	0.000011	0.000005	0.000001	1.000000	1.000000	0.000000	-0.000000	-0.000000	-0.000000	1.000000	0.000000	1.000000	1.000000	0.000001	0.000001	0.000003	0.000007	0.000018	0.000044	0.000073	0.000103	0.000138	0.000177	0.000223	0.000277	0.000342	0.000419	0.000509	0.000615	0.000735	0.000870	0.001018	0.001179	0.001351	0.001535	0.001729	0.001934	0.002148	0.002374	0.002609	0.002856	0.003111	0.003377	0.003650	0.003934	0.004225	0.004524	0.004828	0.005140	0.005454	0.005773	0.006092	0.006415	0.006735	0.007056	0.007371	0.007685	0.007991	0.008293	0.008585	0.008871	0.009143	0.009408	0.009658	0.009898	0.010121	0.010332	0.010525	0.010706	
0.009832	0.009960	0.010076	0.010171	0.010254	0.010315	0.010363	0.010389	0.010401	0.010391	0.010367	0.010322	0.010261	0.010179	0.010083	0.009964	0.009832	0.009678	0.009511	0.009323	0.009121	0.008900	0.008666	0.008413	0.008149	0.007867	0.007574	0.007266	0.006948	0.006617	0.006279	0.005930	0.005577	0.005216	0.004855	0.004490	0.004130	0.003772	0.003422	0.003081	0.002753	0.002439	0.002143	0.001865	0.001606	0.001367	0.001148	0.000948	0.000767	0.000605	0.000462	0.000344	0.000254	0.000188	0.000137	0.000098	0.000068	0.000048	0.000032	0.000018	0.000008	1.000000	1.000000	-0.000000	-0.000000	0.000000	-0.000000	1.000000	1.000000	-0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000043	0.000076	0.000109	0.000144	0.000184	0.000229	0.000283	0.000345	0.000418	0.000503	0.000600	0.000709	0.000831	0.000965	0.001110	0.001265	0.001431	0.001607	0.001792	0.001988	0.002191	0.002405	0.002627	0.002859	0.003099	0.003347	0.003602	0.003865	0.004134	0.004409	0.004687	0.004972	0.005257	0.005546	0.005833	0.006123	0.006408	0.006694	0.006973	0.007251	0.007519	0.007784	0.008038	0.008285	0.008520	0.008748	0.008960	0.009163	0.009350	0.009527	0.009685	
0.008809	0.008927	0.009026	0.009114	0.009184	0.009242	0.009281	0.009307	0.009314	0.009309	0.009284	0.009246	0.009188	0.009117	0.009027	0.008925	0.008803	0.008668	0.008515	0.008350	0.008167	0.007972	0.007760	0.007537	0.007298	0.007049	0.006785	0.006513	0.006228	0.005935	0.005633	0.005325	0.005010	0.004692	0.004371	0.004051	0.003731	0.003416	0.003107	0.002807	0.002516	0.002239	0.001976	0.001729	0.001497	0.001284	0.001087	0.000908	0.000745	0.000600	0.000473	0.000366	0.000280	0.000213	0.000160	0.000119	0.000086	0.000061	0.000040	0.000023	0.000008	0.000002	1.000000	-0.000000	-0.000000	-0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000007	0.000014	0.000026	0.000052	0.000081	0.000112	0.000146	0.000184	0.000228	0.000279	0.000338	0.000406	0.000484	0.000572	0.000670	0.000780	0.000900	0.001030	0.001169	0.001318	0.001475	0.001642	0.001816	0.002000	0.002191	0.002391	0.002598	0.002813	0.003034	0.003263	0.003497	0.003738	0.003982	0.004232	0.004484	0.004740	0.004995	0.005253	0.005509	0.005765	0.006017	0.006268	0.006512	0.006754	0.006987	0.007215	0.007433	0.007645	0.007844	0.008036	0.008214	0.008384	0.008537	0.008682	
0.007802	0.007902	0.007993	0.008067	0.008131	0.008179	0.008216	0.008236	0.008245	0.008237	0.008217	0.008181	0.008132	0.008067	0.007990	0.007896	0.007791	0.007669	0.007537	0.007388	0.007228	0.007053	0.006869	0.006669	0.006461	0.006239	0.006009	0.005767	0.005518	0.005259	0.004995	0.004723	0.004448	0.004168	0.003888	0.003607	0.003329	0.003053	0.002783	0.002520	0.002267	0.002023	0.001793	0.001575	0.001372	0.001182	0.001008	0.000849	0.000705	0.000577	0.000464	0.000368	0.000288	0.000224	0.000171	0.000130	0.000096	0.000069	0.000046	0.000025	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	-0.000000	1.000000	0.000000	0.000001	0.000001	1.000000	0.000006	0.000014	0.000024	0.000038	0.000058	0.000083	0.000111	0.000143	0.000179	0.000220	0.000267	0.000322	0.000384	0.000454	0.000533	0.000621	0.000718	0.000825	0.000939	0.001063	0.001194	0.001334	0.001481	0.001637	0.001799	0.001969	0.002145	0.002329	0.002518	0.002715	0.002916	0.003124	0.003335	0.003552	0.003771	0.003994	0.004218	0.004445	0.004670	0.004897	0.005121	0.005344	0.005563	0.005780	0.005990	0.006198	0.006396	0.006590	0.006774	0.006952	0.007119	0.007278	0.007424	0.007563	0.007687	
0.006802	0.006892	0.006968	0.007035	0.007088	0.007132	0.007161	0.007181	0.007186	0.007181	0.007161	0.007132	0.007087	0.007032	0.006963	0.006883	0.006789	0.006685	0.006567	0.006440	0.006299	0.006149	0.005986	0.005815	0.005631	0.005440	0.005239	0.005030	0.004813	0.004590	0.004360	0.004126	0.003887	0.003647	0.003404	0.003162	0.002921	0.002684	0.002451	0.002225	0.002006	0.001796	0.001596	0.001407	0.001230	0.001066	0.000914	0.000776	0.000650	0.000538	0.000439	0.000353	0.000281	0.000222	0.000172	0.000132	0.000100	0.000073	0.000051	0.000031	0.000015	0.000008	0.000003	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000001	0.000002	0.000004	0.000006	0.000011	0.000019	0.000029	0.000042	0.000060	0.000082	0.000107	0.000136	0.000169	0.000206	0.000249	0.000298	0.000353	0.000415	0.000485	0.000562	0.000648	0.000740	0.000841	0.000948	0.001063	0.001185	0.001314	0.001449	0.001591	0.001738	0.001893	0.002052	0.002218	0.002388	0.002565	0.002744	0.002929	0.003116	0.003308	0.003500	0.003696	0.003891	0.004088	0.004283	0.004479	0.004671	0.004863	0.005049	0.005234	0.005411	0.005586	0.005752	0.005913	0.006066	0.006212	0.006348	0.006477	0.006595	0.006705	
0.005815	0.005888	0.005955	0.006010	0.006057	0.006092	0.006119	0.006134	0.006140	0.006134	0.006119	0.006091	0.006055	0.006006	0.005949	0.005879	0.005800	0.005710	0.005611	0.005500	0.005382	0.005252	0.005115	0.004967	0.004812	0.004648	0.004478	0.004299	0.004115	0.003925	0.003730	0.003531	0.003329	0.003124	0.002920	0.002714	0.002511	0.002310	0.002113	0.001921	0.001736	0.001557	0.001388	0.001227	0.001077	0.000937	0.000807	0.000689	0.000581	0.000485	0.000400	0.000325	0.000262	0.000209	0.000164	0.000128	0.000097	0.000072	0.000052	0.000035	0.000021	0.000012	0.000005	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000003	0.000005	0.000009	0.000014	0.000021	0.000031	0.000043	0.000059	0.000077	0.000099	0.000125	0.000154	0.000187	0.000224	0.000267	0.000315	0.000369	0.000429	0.000496	0.000569	0.000649	0.000734	0.000826	0.000924	0.001029	0.001139	0.001254	0.001375	0.001502	0.001633	0.001770	0.001911	0.002058	0.002207	0.002361	0.002518	0.002678	0.002840	0.003005	0.003171	0.003338	0.003504	0.003672	0.003837	0.004002	0.004163	0.004323	0.004478	0.004631	0.004778	0.004921	0.005057	0.005188	0.005311	0.005428	0.005536	0.005638	0.005730	
